plm_oid,plm_leftobj,plm_rightobj,plm_createtime,plm_order,plm_jianhao,plm_number
530,1806,448,"2018-09-15 21:36:01",43,26,14
531,1806,449,"2018-09-15 21:36:01",18,47,22
532,1992,450,"2018-09-15 21:36:01",13,15,17
533,834,450,"2018-09-15 21:36:01",3,2,46
534,1942,451,"2018-09-15 21:36:01",7,25,26
535,1895,451,"2018-09-15 21:36:01",49,20,22
536,1992,452,"2018-09-15 21:36:01",7,2,28
537,834,452,"2018-09-15 21:36:01",13,2,35
538,1942,453,"2018-09-15 21:36:01",24,41,15
539,1895,453,"2018-09-15 21:36:01",18,40,22
540,1992,454,"2018-09-15 21:36:01",45,46,9
541,834,454,"2018-09-15 21:36:01",22,41,49
542,1942,455,"2018-09-15 21:36:01",16,2,33
543,1895,455,"2018-09-15 21:36:01",8,29,27
544,1992,456,"2018-09-15 21:36:01",19,19,44
545,834,456,"2018-09-15 21:36:01",7,27,10
546,1942,457,"2018-09-15 21:36:01",43,1,11
547,1895,457,"2018-09-15 21:36:01",15,38,20
548,1992,458,"2018-09-15 21:36:01",24,49,6
549,834,458,"2018-09-15 21:36:01",29,49,2
550,1942,459,"2018-09-15 21:36:01",49,32,35
551,1895,459,"2018-09-15 21:36:01",27,29,49
552,1992,460,"2018-09-15 21:36:01",3,19,19
553,834,460,"2018-09-15 21:36:01",33,17,29
554,1942,461,"2018-09-15 21:36:01",16,47,9
555,1895,461,"2018-09-15 21:36:01",7,31,42
556,1992,462,"2018-09-15 21:36:01",5,10,9
557,834,462,"2018-09-15 21:36:01",24,1,5
558,1942,463,"2018-09-15 21:36:01",21,34,2
559,1895,463,"2018-09-15 21:36:01",48,14,3
560,1992,464,"2018-09-15 21:36:01",37,26,30
561,834,464,"2018-09-15 21:36:01",22,30,29
562,1942,465,"2018-09-15 21:36:01",48,21,42
563,1895,465,"2018-09-15 21:36:01",11,40,15
564,1992,466,"2018-09-15 21:36:01",3,48,14
565,834,466,"2018-09-15 21:36:01",32,9,41
566,1942,467,"2018-09-15 21:36:01",45,15,40
567,1895,467,"2018-09-15 21:36:01",40,39,43
568,1992,468,"2018-09-15 21:36:01",36,35,11
569,834,468,"2018-09-15 21:36:01",48,12,43
570,1942,469,"2018-09-15 21:36:01",15,36,13
571,1895,469,"2018-09-15 21:36:01",46,26,16
572,1992,470,"2018-09-15 21:36:01",33,5,2
573,834,470,"2018-09-15 21:36:01",50,2,33
574,1942,471,"2018-09-15 21:36:01",28,22,24
575,1895,471,"2018-09-15 21:36:01",16,6,29
576,1992,472,"2018-09-15 21:36:01",33,15,22
577,834,472,"2018-09-15 21:36:01",6,6,5
578,1942,473,"2018-09-15 21:36:01",17,28,17
579,1895,473,"2018-09-15 21:36:01",46,35,30
580,1992,474,"2018-09-15 21:36:01",25,33,7
581,834,474,"2018-09-15 21:36:01",21,18,5
582,1942,475,"2018-09-15 21:36:01",31,17,8
583,1895,475,"2018-09-15 21:36:01",24,20,10
584,1992,476,"2018-09-15 21:36:01",42,44,4
585,834,476,"2018-09-15 21:36:01",35,45,44
586,1942,477,"2018-09-15 21:36:01",50,14,8
587,1895,477,"2018-09-15 21:36:01",10,46,3
588,1992,478,"2018-09-15 21:36:01",50,15,10
589,834,478,"2018-09-15 21:36:01",8,12,23
590,1942,479,"2018-09-15 21:36:01",49,8,1
591,1895,479,"2018-09-15 21:36:01",19,37,17
592,1992,480,"2018-09-15 21:36:01",39,47,8
593,834,480,"2018-09-15 21:36:01",6,47,45
594,1942,481,"2018-09-15 21:36:01",47,37,44
595,1895,481,"2018-09-15 21:36:01",34,19,4
596,1992,482,"2018-09-15 21:36:01",7,46,42
597,834,482,"2018-09-15 21:36:01",42,2,35
598,1942,483,"2018-09-15 21:36:01",42,43,21
599,1895,483,"2018-09-15 21:36:01",5,17,28
600,1992,484,"2018-09-15 21:36:01",28,8,49
601,834,484,"2018-09-15 21:36:01",25,9,28
602,1942,485,"2018-09-15 21:36:01",25,27,24
603,1895,485,"2018-09-15 21:36:01",50,34,15
604,1992,486,"2018-09-15 21:36:01",9,47,44
605,834,486,"2018-09-15 21:36:01",32,16,2
606,1942,487,"2018-09-15 21:36:01",32,35,8
607,1895,487,"2018-09-15 21:36:01",38,46,21
608,1992,488,"2018-09-15 21:36:01",35,46,2
609,834,488,"2018-09-15 21:36:01",31,1,38
610,1942,489,"2018-09-15 21:36:01",6,24,15
611,1895,489,"2018-09-15 21:36:01",10,46,30
612,1992,490,"2018-09-15 21:36:01",34,10,33
613,834,490,"2018-09-15 21:36:01",24,0,7
614,1942,491,"2018-09-15 21:36:01",9,45,18
615,1895,491,"2018-09-15 21:36:01",34,40,32
616,1992,492,"2018-09-15 21:36:01",24,47,11
617,834,492,"2018-09-15 21:36:01",3,22,9
618,1942,493,"2018-09-15 21:36:01",27,32,35
619,1895,493,"2018-09-15 21:36:01",48,41,29
620,1992,494,"2018-09-15 21:36:01",10,1,29
621,834,494,"2018-09-15 21:36:01",24,49,11
622,1942,495,"2018-09-15 21:36:01",39,32,16
623,1895,495,"2018-09-15 21:36:01",31,43,22
624,1992,496,"2018-09-15 21:36:01",42,27,40
625,834,496,"2018-09-15 21:36:01",15,15,0
626,1942,497,"2018-09-15 21:36:01",29,41,45
627,1895,497,"2018-09-15 21:36:01",4,45,0
628,1992,498,"2018-09-15 21:36:01",6,48,20
629,834,498,"2018-09-15 21:36:01",39,45,11
630,1812,499,"2018-09-15 21:36:01",35,11,5
631,1812,500,"2018-09-15 21:36:01",44,50,33
632,1343,500,"2018-09-15 21:36:01",16,28,38
633,1812,501,"2018-09-15 21:36:01",2,25,0
634,1343,501,"2018-09-15 21:36:01",6,35,23
635,1812,502,"2018-09-15 21:36:01",33,47,3
636,1343,502,"2018-09-15 21:36:01",0,18,36
637,1812,503,"2018-09-15 21:36:01",42,31,36
638,1343,503,"2018-09-15 21:36:01",8,8,21
639,1812,504,"2018-09-15 21:36:01",17,8,0
640,1343,504,"2018-09-15 21:36:01",50,46,32
641,1812,505,"2018-09-15 21:36:01",50,28,11
642,1343,505,"2018-09-15 21:36:01",1,1,20
643,1812,506,"2018-09-15 21:36:01",12,49,15
644,1812,507,"2018-09-15 21:36:01",11,4,12
645,1343,507,"2018-09-15 21:36:01",37,47,12
646,1343,508,"2018-09-15 21:36:01",14,22,6
647,1812,509,"2018-09-15 21:36:01",29,9,45
648,1343,510,"2018-09-15 21:36:01",9,34,38
649,1812,511,"2018-09-15 21:36:01",49,14,2
650,1343,511,"2018-09-15 21:36:01",29,24,46
651,1996,512,"2018-09-15 21:36:01",1,12,1
652,1812,513,"2018-09-15 21:36:01",39,45,39
653,1343,513,"2018-09-15 21:36:01",8,3,31
654,1812,514,"2018-09-15 21:36:01",37,12,30
655,1343,514,"2018-09-15 21:36:01",7,48,20
656,1812,515,"2018-09-15 21:36:01",47,28,23
657,1343,515,"2018-09-15 21:36:01",26,26,4
658,1812,516,"2018-09-15 21:36:01",21,41,32
659,1343,516,"2018-09-15 21:36:01",0,17,12
660,1812,517,"2018-09-15 21:36:01",18,25,21
661,1812,518,"2018-09-15 21:36:01",0,29,38
662,1343,518,"2018-09-15 21:36:01",44,20,49
663,1343,519,"2018-09-15 21:36:01",18,13,17
664,1812,520,"2018-09-15 21:36:01",11,27,10
665,1343,520,"2018-09-15 21:36:01",22,19,45
666,1812,521,"2018-09-15 21:36:01",10,39,37
667,1343,521,"2018-09-15 21:36:01",9,7,37
668,1812,522,"2018-09-15 21:36:01",20,49,37
669,1343,523,"2018-09-15 21:36:01",26,14,50
670,1812,524,"2018-09-15 21:36:01",11,7,39
671,1812,525,"2018-09-15 21:36:01",7,34,32
672,1343,525,"2018-09-15 21:36:01",41,44,49
673,1812,526,"2018-09-15 21:36:01",12,35,31
674,1343,526,"2018-09-15 21:36:01",28,43,8
675,1812,527,"2018-09-15 21:36:01",14,7,36
676,1343,527,"2018-09-15 21:36:01",33,18,42
677,1812,528,"2018-09-15 21:36:01",40,15,30
678,1343,528,"2018-09-15 21:36:01",23,34,49
679,1343,529,"2018-09-15 21:36:01",23,42,7
680,1812,530,"2018-09-15 21:36:01",21,38,33
681,1343,530,"2018-09-15 21:36:01",16,21,0
682,1812,531,"2018-09-15 21:36:01",3,40,20
683,1343,531,"2018-09-15 21:36:01",34,17,35
684,1812,532,"2018-09-15 21:36:01",9,35,0
685,1343,532,"2018-09-15 21:36:01",40,45,11
686,1812,533,"2018-09-15 21:36:01",30,49,17
687,1812,534,"2018-09-15 21:36:01",5,7,36
688,1343,534,"2018-09-15 21:36:01",8,16,24
689,1812,535,"2018-09-15 21:36:01",30,29,50
690,1343,535,"2018-09-15 21:36:01",30,41,33
691,2047,536,"2018-09-15 21:36:01",25,14,41
692,1343,537,"2018-09-15 21:36:01",36,29,26
693,1812,538,"2018-09-15 21:36:01",43,25,47
694,1343,538,"2018-09-15 21:36:01",27,45,12
695,1812,539,"2018-09-15 21:36:01",40,22,20
696,1343,539,"2018-09-15 21:36:01",38,18,28
697,1812,540,"2018-09-15 21:36:01",9,10,42
698,1812,541,"2018-09-15 21:36:01",8,11,14
699,1343,541,"2018-09-15 21:36:01",48,26,18
700,1812,542,"2018-09-15 21:36:01",28,49,28
701,1343,542,"2018-09-15 21:36:01",19,8,14
702,1938,543,"2018-09-15 21:36:01",44,43,31
703,1943,544,"2018-09-15 21:36:01",25,29,13
704,1953,545,"2018-09-15 21:36:01",42,36,34
705,1973,546,"2018-09-15 21:36:01",17,32,9
706,1991,547,"2018-09-15 21:36:01",44,26,39
707,1992,548,"2018-09-15 21:36:01",23,35,34
708,1994,549,"2018-09-15 21:36:01",13,44,14
709,2008,550,"2018-09-15 21:36:01",37,22,8
710,2025,551,"2018-09-15 21:36:01",4,32,48
711,2041,552,"2018-09-15 21:36:01",5,8,44
712,2047,553,"2018-09-15 21:36:01",37,2,9
713,2048,554,"2018-09-15 21:36:01",31,44,17
714,2064,555,"2018-09-15 21:36:01",24,36,18
715,2081,556,"2018-09-15 21:36:01",37,49,30
716,417,557,"2018-09-15 21:36:01",29,13,42
717,418,558,"2018-09-15 21:36:01",10,22,18
718,834,559,"2018-09-15 21:36:01",30,44,25
719,982,560,"2018-09-15 21:36:01",48,28,10
720,1040,561,"2018-09-15 21:36:01",6,19,24
721,1232,562,"2018-09-15 21:36:01",50,11,12
722,1239,563,"2018-09-15 21:36:01",17,44,23
723,1276,564,"2018-09-15 21:36:01",17,33,21
724,1279,565,"2018-09-15 21:36:01",44,26,35
725,1290,566,"2018-09-15 21:36:01",40,24,29
726,1538,566,"2018-09-15 21:36:01",1,20,47
727,1545,567,"2018-09-15 21:36:01",0,21,5
728,1568,568,"2018-09-15 21:36:01",33,20,20
729,1600,568,"2018-09-15 21:36:01",21,31,0
730,1628,569,"2018-09-15 21:36:01",1,41,4
731,1615,569,"2018-09-15 21:36:01",28,31,42
732,1629,570,"2018-09-15 21:36:01",34,31,19
733,1630,571,"2018-09-15 21:36:01",49,31,18
734,1631,572,"2018-09-15 21:36:01",42,18,33
735,1632,573,"2018-09-15 21:36:01",9,1,5
736,1633,573,"2018-09-15 21:36:01",37,29,46
737,1634,574,"2018-09-15 21:36:01",14,4,19
738,1635,575,"2018-09-15 21:36:01",3,50,38
739,1636,576,"2018-09-15 21:36:01",23,37,1
740,1678,577,"2018-09-15 21:36:01",3,25,37
741,1680,578,"2018-09-15 21:36:01",23,22,12
742,1684,579,"2018-09-15 21:36:01",43,25,50
743,1700,580,"2018-09-15 21:36:01",3,48,43
744,1713,581,"2018-09-15 21:36:01",34,39,17
745,1714,582,"2018-09-15 21:36:01",18,14,46
746,1740,582,"2018-09-15 21:36:01",24,1,43
747,1773,583,"2018-09-15 21:36:01",46,31,47
748,1782,584,"2018-09-15 21:36:01",31,27,25
749,1787,585,"2018-09-15 21:36:01",30,45,16
750,1788,586,"2018-09-15 21:36:01",30,43,26
751,1803,587,"2018-09-15 21:36:01",41,28,37
752,1804,588,"2018-09-15 21:36:01",41,24,50
753,1808,589,"2018-09-15 21:36:01",8,26,10
754,1836,590,"2018-09-15 21:36:01",40,25,14
755,1894,591,"2018-09-15 21:36:01",5,33,48
756,1895,592,"2018-09-15 21:36:01",14,7,16
757,1904,593,"2018-09-15 21:36:01",47,2,11
758,1913,594,"2018-09-15 21:36:01",40,2,37
759,1938,595,"2018-09-15 21:36:01",28,3,39
760,1943,595,"2018-09-15 21:36:01",26,25,46
761,1953,596,"2018-09-15 21:36:01",2,8,8
762,1973,596,"2018-09-15 21:36:01",37,3,40
763,1991,597,"2018-09-15 21:36:01",45,38,42
764,1992,598,"2018-09-15 21:36:01",7,5,37
765,2008,599,"2018-09-15 21:36:01",38,33,29
766,1994,599,"2018-09-15 21:36:01",13,9,15
767,2025,600,"2018-09-15 21:36:01",22,45,15
768,2041,601,"2018-09-15 21:36:01",19,6,41
769,2047,602,"2018-09-15 21:36:01",28,21,33
770,2048,603,"2018-09-15 21:36:01",32,3,25
771,2064,604,"2018-09-15 21:36:01",5,28,35
772,2081,605,"2018-09-15 21:36:01",28,5,39
773,417,606,"2018-09-15 21:36:01",39,15,42
774,418,607,"2018-09-15 21:36:01",40,49,34
775,834,608,"2018-09-15 21:36:01",47,10,28
776,982,609,"2018-09-15 21:36:01",23,45,11
777,1040,610,"2018-09-15 21:36:01",43,39,7
778,1232,611,"2018-09-15 21:36:01",23,25,42
779,1239,612,"2018-09-15 21:36:01",26,27,31
780,1276,613,"2018-09-15 21:36:01",47,38,25
781,1279,614,"2018-09-15 21:36:01",35,30,38
782,1803,615,"2018-09-15 21:36:01",38,38,45
783,1804,616,"2018-09-15 21:36:01",6,12,14
784,1836,617,"2018-09-15 21:36:01",42,11,27
785,1862,618,"2018-09-15 21:36:01",10,37,35
786,1894,619,"2018-09-15 21:36:01",27,47,47
787,1895,620,"2018-09-15 21:36:01",22,15,8
788,1904,621,"2018-09-15 21:36:01",18,31,25
789,1913,622,"2018-09-15 21:36:01",39,43,22
790,1943,623,"2018-09-15 21:36:01",47,34,47
791,1973,624,"2018-09-15 21:36:01",47,28,1
792,1991,625,"2018-09-15 21:36:01",17,35,27
793,1994,626,"2018-09-15 21:36:01",0,48,9
794,1996,627,"2018-09-15 21:36:01",8,49,37
795,2025,628,"2018-09-15 21:36:01",35,43,30
796,2047,629,"2018-09-15 21:36:01",14,29,8
797,2048,630,"2018-09-15 21:36:01",34,12,50
798,2081,631,"2018-09-15 21:36:01",33,17,5
799,417,632,"2018-09-15 21:36:01",28,16,0
800,418,633,"2018-09-15 21:36:01",12,41,29
801,834,634,"2018-09-15 21:36:01",14,16,19
802,1230,635,"2018-09-15 21:36:01",6,48,25
803,1232,636,"2018-09-15 21:36:01",6,25,39
804,1239,637,"2018-09-15 21:36:01",37,20,36
805,1276,638,"2018-09-15 21:36:01",40,22,26
806,1279,639,"2018-09-15 21:36:01",12,13,32
807,1538,640,"2018-09-15 21:36:01",16,29,34
808,1568,641,"2018-09-15 21:36:01",8,9,18
809,1600,642,"2018-09-15 21:36:01",12,35,49
810,1628,643,"2018-09-15 21:36:01",41,36,41
811,1629,644,"2018-09-15 21:36:01",46,50,45
812,1630,645,"2018-09-15 21:36:01",42,46,39
813,1137,646,"2018-09-15 21:36:01",9,37,1
814,1137,647,"2018-09-15 21:36:01",48,39,48
815,1808,648,"2018-09-15 21:36:01",37,36,26
816,1996,649,"2018-09-15 21:36:01",5,12,32
817,982,650,"2018-09-15 21:36:01",4,46,1
818,1230,651,"2018-09-15 21:36:01",50,6,46
819,1808,652,"2018-09-15 21:36:01",41,3,34
820,1996,653,"2018-09-15 21:36:01",24,12,46
821,982,654,"2018-09-15 21:36:01",32,4,48
822,1230,655,"2018-09-15 21:36:01",36,23,33
823,1808,656,"2018-09-15 21:36:01",41,19,27
824,1996,657,"2018-09-15 21:36:01",19,33,49
825,982,658,"2018-09-15 21:36:01",27,1,41
826,1230,659,"2018-09-15 21:36:01",9,9,32
827,1808,660,"2018-09-15 21:36:01",1,35,37
828,1973,661,"2018-09-15 21:36:01",13,23,48
829,1788,662,"2018-09-15 21:36:01",49,7,1
830,1973,663,"2018-09-15 21:36:01",35,32,23
831,871,664,"2018-09-15 21:36:01",48,12,6
832,1788,665,"2018-09-15 21:36:01",23,8,34
833,1973,666,"2018-09-15 21:36:01",41,41,35
834,1333,667,"2018-09-15 21:36:01",38,17,15
835,1334,668,"2018-09-15 21:36:01",21,44,41
836,1331,669,"2018-09-15 21:36:01",45,18,28
837,1332,670,"2018-09-15 21:36:01",10,12,16
838,1333,671,"2018-09-15 21:36:01",20,17,19
839,1334,672,"2018-09-15 21:36:01",48,30,22
840,1331,673,"2018-09-15 21:36:01",44,22,22
841,1332,674,"2018-09-15 21:36:01",35,47,25
842,1333,675,"2018-09-15 21:36:01",37,23,3
843,1334,676,"2018-09-15 21:36:01",20,0,50
844,1331,677,"2018-09-15 21:36:01",3,38,43
845,1332,678,"2018-09-15 21:36:01",24,3,16
846,1333,679,"2018-09-15 21:36:01",47,32,33
847,1334,680,"2018-09-15 21:36:01",30,12,34
848,1331,681,"2018-09-15 21:36:01",22,32,11
849,1987,682,"2018-09-15 21:36:01",39,33,10
850,834,683,"2018-09-15 21:36:02",20,37,6
851,1895,684,"2018-09-15 21:36:02",25,17,49
852,1782,685,"2018-09-15 21:36:02",22,19,20
853,1787,686,"2018-09-15 21:36:02",23,38,19
854,1895,686,"2018-09-15 21:36:02",33,50,11
855,1992,687,"2018-09-15 21:36:02",9,11,49
856,2081,688,"2018-09-15 21:36:02",5,50,14
857,834,689,"2018-09-15 21:36:02",30,49,1
858,1239,689,"2018-09-15 21:36:02",17,8,0
859,1787,690,"2018-09-15 21:36:02",36,46,43
860,1782,690,"2018-09-15 21:36:02",32,32,22
861,1992,691,"2018-09-15 21:36:02",12,30,18
862,1895,691,"2018-09-15 21:36:02",8,43,25
863,2081,692,"2018-09-15 21:36:02",8,30,8
864,834,693,"2018-09-15 21:36:02",16,21,14
865,1239,693,"2018-09-15 21:36:02",37,6,14
866,1787,694,"2018-09-15 21:36:02",42,10,40
867,1782,694,"2018-09-15 21:36:02",14,25,10
868,1992,695,"2018-09-15 21:36:02",5,26,5
869,1895,695,"2018-09-15 21:36:02",14,5,9
870,2081,696,"2018-09-15 21:36:02",39,22,44
871,834,697,"2018-09-15 21:36:02",23,22,36
872,1782,698,"2018-09-15 21:36:02",13,33,26
873,1239,698,"2018-09-15 21:36:02",25,22,41
874,1787,699,"2018-09-15 21:36:02",23,47,29
875,1992,700,"2018-09-15 21:36:02",29,11,48
876,1895,700,"2018-09-15 21:36:02",37,6,29
877,2081,701,"2018-09-15 21:36:02",3,9,39
878,834,702,"2018-09-15 21:36:02",35,33,29
879,1782,703,"2018-09-15 21:36:02",11,22,24
880,1239,703,"2018-09-15 21:36:02",6,11,20
881,1787,704,"2018-09-15 21:36:02",20,25,20
882,1895,704,"2018-09-15 21:36:02",19,37,37
883,1992,705,"2018-09-15 21:36:02",45,10,38
884,2081,706,"2018-09-15 21:36:02",6,0,24
885,834,707,"2018-09-15 21:36:02",0,13,8
886,1782,708,"2018-09-15 21:36:02",25,18,7
887,1239,708,"2018-09-15 21:36:02",8,29,9
888,1787,709,"2018-09-15 21:36:02",11,32,18
889,1895,710,"2018-09-15 21:36:02",23,39,4
890,1992,711,"2018-09-15 21:36:02",34,31,21
891,2081,711,"2018-09-15 21:36:02",0,26,14
892,834,712,"2018-09-15 21:36:02",44,13,40
893,1239,713,"2018-09-15 21:36:02",39,9,42
894,1787,714,"2018-09-15 21:36:02",7,13,9
895,1782,714,"2018-09-15 21:36:02",31,24,39
896,1895,715,"2018-09-15 21:36:02",36,7,25
897,1992,716,"2018-09-15 21:36:02",23,27,1
898,2081,716,"2018-09-15 21:36:02",16,26,41
899,834,717,"2018-09-15 21:36:02",16,16,21
900,1239,717,"2018-09-15 21:36:02",40,41,10
901,1787,718,"2018-09-15 21:36:02",5,3,43
902,1782,718,"2018-09-15 21:36:02",33,14,50
903,1895,719,"2018-09-15 21:36:02",39,24,14
904,1992,720,"2018-09-15 21:36:02",42,29,25
905,2081,720,"2018-09-15 21:36:02",39,43,10
906,834,721,"2018-09-15 21:36:02",11,30,36
907,1239,721,"2018-09-15 21:36:02",5,13,32
908,1782,722,"2018-09-15 21:36:02",50,44,11
909,1787,723,"2018-09-15 21:36:02",46,14,37
910,1895,723,"2018-09-15 21:36:02",11,2,17
911,1992,724,"2018-09-15 21:36:02",29,38,6
912,2081,725,"2018-09-15 21:36:02",10,12,28
913,834,725,"2018-09-15 21:36:02",9,30,48
914,1239,726,"2018-09-15 21:36:02",15,8,7
915,1787,727,"2018-09-15 21:36:02",2,41,30
916,1782,727,"2018-09-15 21:36:02",33,34,2
917,1992,728,"2018-09-15 21:36:02",19,31,15
918,1895,728,"2018-09-15 21:36:02",16,34,45
919,2081,729,"2018-09-15 21:36:02",39,8,39
920,834,730,"2018-09-15 21:36:02",35,11,16
921,1239,730,"2018-09-15 21:36:02",11,48,16
922,1787,731,"2018-09-15 21:36:02",14,46,28
923,1782,731,"2018-09-15 21:36:02",3,3,39
924,1992,732,"2018-09-15 21:36:02",33,45,12
925,1895,732,"2018-09-15 21:36:02",15,47,29
926,2081,733,"2018-09-15 21:36:02",15,16,5
927,834,733,"2018-09-15 21:36:02",5,39,46
928,1782,734,"2018-09-15 21:36:02",0,32,44
929,1239,734,"2018-09-15 21:36:02",26,44,2
930,1787,735,"2018-09-15 21:36:02",10,37,43
931,1895,735,"2018-09-15 21:36:02",19,20,33
932,1992,736,"2018-09-15 21:36:02",27,10,5
933,2081,737,"2018-09-15 21:36:02",2,2,38
934,834,738,"2018-09-15 21:36:02",50,9,27
935,1782,739,"2018-09-15 21:36:02",44,39,43
936,1239,739,"2018-09-15 21:36:02",40,50,2
937,1787,740,"2018-09-15 21:36:02",32,3,34
938,1895,741,"2018-09-15 21:36:02",26,30,21
939,1992,742,"2018-09-15 21:36:02",8,41,32
940,2081,743,"2018-09-15 21:36:02",14,43,4
941,834,743,"2018-09-15 21:36:02",16,31,42
942,1239,744,"2018-09-15 21:36:02",47,1,17
943,1782,745,"2018-09-15 21:36:02",12,7,10
944,1787,746,"2018-09-15 21:36:02",0,36,27
945,1992,747,"2018-09-15 21:36:02",46,15,12
946,1895,747,"2018-09-15 21:36:02",23,33,32
947,2081,748,"2018-09-15 21:36:02",13,25,50
948,834,749,"2018-09-15 21:36:02",48,17,45
949,1239,750,"2018-09-15 21:36:02",4,17,13
950,1782,751,"2018-09-15 21:36:02",40,39,32
951,1787,752,"2018-09-15 21:36:02",9,8,37
952,1895,752,"2018-09-15 21:36:02",41,17,7
953,1992,753,"2018-09-15 21:36:02",39,7,44
954,2081,753,"2018-09-15 21:36:02",48,5,43
955,834,754,"2018-09-15 21:36:02",7,33,12
956,1239,754,"2018-09-15 21:36:02",31,45,25
957,1787,755,"2018-09-15 21:36:02",46,21,21
958,1782,755,"2018-09-15 21:36:02",48,39,7
959,1992,756,"2018-09-15 21:36:02",35,19,36
960,1895,756,"2018-09-15 21:36:02",44,43,44
961,1787,757,"2018-09-15 21:36:02",30,50,0
962,1953,758,"2018-09-15 21:36:02",48,0,20
963,1763,759,"2018-09-15 21:36:02",13,36,42
964,1953,760,"2018-09-15 21:36:02",39,27,27
965,1953,761,"2018-09-15 21:36:02",23,11,2
966,1953,762,"2018-09-15 21:36:02",11,16,42
967,1953,763,"2018-09-15 21:36:02",27,21,7
968,1953,764,"2018-09-15 21:36:02",30,19,0
969,1953,765,"2018-09-15 21:36:02",37,5,9
970,1953,766,"2018-09-15 21:36:02",20,19,45
971,1953,767,"2018-09-15 21:36:02",1,31,34
972,1953,768,"2018-09-15 21:36:02",37,4,20
973,1953,769,"2018-09-15 21:36:02",21,6,5
974,1953,770,"2018-09-15 21:36:02",42,12,29
975,1953,771,"2018-09-15 21:36:02",22,26,6
976,1953,772,"2018-09-15 21:36:02",8,27,47
977,1953,773,"2018-09-15 21:36:02",10,26,10
978,1953,774,"2018-09-15 21:36:02",30,47,13
979,1953,775,"2018-09-15 21:36:02",9,35,4
980,1953,776,"2018-09-15 21:36:02",15,2,32
981,1953,777,"2018-09-15 21:36:02",14,41,40
982,1953,778,"2018-09-15 21:36:02",0,25,49
983,1953,779,"2018-09-15 21:36:02",22,27,30
984,1953,780,"2018-09-15 21:36:02",49,14,48
985,1953,781,"2018-09-15 21:36:02",19,3,34
986,1279,782,"2018-09-15 21:36:02",11,38,7
987,1994,783,"2018-09-15 21:36:02",22,27,41
988,1290,784,"2018-09-15 21:36:02",47,43,30
989,1597,785,"2018-09-15 21:36:02",13,48,49
990,1343,786,"2018-09-15 21:36:02",13,22,46
991,1812,787,"2018-09-15 21:36:02",5,13,3
992,798,788,"2018-09-15 21:36:02",8,28,19
993,1343,789,"2018-09-15 21:36:02",35,21,18
994,1812,790,"2018-09-15 21:36:02",35,14,22
995,1343,791,"2018-09-15 21:36:02",27,16,2
996,1812,792,"2018-09-15 21:36:02",47,49,40
997,1343,793,"2018-09-15 21:36:02",1,24,33
998,1812,794,"2018-09-15 21:36:02",11,9,24
999,799,795,"2018-09-15 21:36:02",22,39,1
1000,801,796,"2018-09-15 21:36:02",29,44,2
1001,1343,797,"2018-09-15 21:36:02",27,35,21
1002,1812,798,"2018-09-15 21:36:02",4,40,25
1003,1343,799,"2018-09-15 21:36:02",19,19,30
1004,1045,800,"2018-09-15 21:36:02",14,23,22
1005,1812,801,"2018-09-15 21:36:02",20,26,31
1006,805,802,"2018-09-15 21:36:02",46,42,37
1007,806,803,"2018-09-15 21:36:02",10,49,1
1008,1044,804,"2018-09-15 21:36:02",33,27,43
1009,1343,805,"2018-09-15 21:36:02",31,25,11
1010,1812,806,"2018-09-15 21:36:02",26,37,40
1011,1343,807,"2018-09-15 21:36:02",7,17,40
1012,1812,808,"2018-09-15 21:36:02",2,46,32
1013,1343,809,"2018-09-15 21:36:02",23,5,6
1014,1812,810,"2018-09-15 21:36:02",8,48,8
1015,1343,811,"2018-09-15 21:36:02",21,35,29
1016,1045,812,"2018-09-15 21:36:02",46,27,23
1017,807,813,"2018-09-15 21:36:02",21,29,39
1018,1812,814,"2018-09-15 21:36:02",27,6,16
1019,1343,815,"2018-09-15 21:36:02",34,18,18
1020,1044,816,"2018-09-15 21:36:02",45,6,33
1021,808,817,"2018-09-15 21:36:02",18,8,39
1022,1812,818,"2018-09-15 21:36:02",49,48,7
1023,1343,819,"2018-09-15 21:36:02",35,31,34
1024,1812,820,"2018-09-15 21:36:02",29,32,35
1025,1343,821,"2018-09-15 21:36:02",39,41,37
1026,1812,822,"2018-09-15 21:36:02",6,24,34
1027,1045,823,"2018-09-15 21:36:02",15,9,7
1028,1343,824,"2018-09-15 21:36:02",9,6,31
1029,809,825,"2018-09-15 21:36:02",33,20,46
1030,1044,826,"2018-09-15 21:36:02",12,18,47
1031,1812,827,"2018-09-15 21:36:02",11,1,41
1032,1045,828,"2018-09-15 21:36:02",31,12,39
1033,1343,829,"2018-09-15 21:36:02",34,10,32
1034,1812,830,"2018-09-15 21:36:02",49,48,46
1035,1992,831,"2018-09-15 21:36:02",22,10,46
1036,1202,832,"2018-09-15 21:36:02",33,43,36
1037,1203,833,"2018-09-15 21:36:02",6,31,3
1038,1343,834,"2018-09-15 21:36:02",20,6,10
1039,1720,835,"2018-09-15 21:36:02",11,0,33
1040,786,836,"2018-09-15 21:36:02",28,9,13
1041,830,836,"2018-09-15 21:36:02",32,27,15
1042,787,837,"2018-09-15 21:36:02",28,22,5
1043,789,838,"2018-09-15 21:36:02",45,12,27
1044,803,839,"2018-09-15 21:36:02",2,5,26
1045,790,840,"2018-09-15 21:36:02",35,2,1
1046,813,841,"2018-09-15 21:36:02",18,29,42
