plm_m_oid,plm_oid,plm_m_id,plm_i_name,plm_i_createtime,plm_i_checkintime,plm_cailiao,plm_checkintime,plm_weight,plm_wllx,plm_wlly,plm_guige,plm_gylx
489,489,489,软管总成,"2018-09-15 21:36:01","2018-09-15 21:36:01",软管总成,"2018-09-15 21:36:01",29.468543657684553,专用部件,外购,NULL,NULL
490,490,490,软管总成,"2018-09-15 21:36:01","2018-09-15 21:36:01",软管总成,"2018-09-15 21:36:01",6.698071235148372,国标件,自制,NULL,NULL
491,491,491,软管总成,"2018-09-15 21:36:01","2018-09-15 21:36:01",软管总成,"2018-09-15 21:36:01",6.434056166025859,机加件,外协,NULL,NULL
492,492,492,软管总成,"2018-09-15 21:36:01","2018-09-15 21:36:01",软管总成,"2018-09-15 21:36:01",24.819258400933496,企标件,自制,NULL,NULL
493,493,493,软管总成,"2018-09-15 21:36:01","2018-09-15 21:36:01",软管总成,"2018-09-15 21:36:01",44.27165565706338,企标件,外协,NULL,NULL
494,494,494,软管总成,"2018-09-15 21:36:01","2018-09-15 21:36:01",软管总成,"2018-09-15 21:36:01",60.45738033064747,专用零件,外购,NULL,NULL
495,495,495,软管总成,"2018-09-15 21:36:01","2018-09-15 21:36:01",软管总成,"2018-09-15 21:36:01",60.050939682609304,企标件,外协,NULL,NULL
496,496,496,软管总成,"2018-09-15 21:36:01","2018-09-15 21:36:01",软管总成,"2018-09-15 21:36:01",90.5983441251824,专用零件,外协,NULL,NULL
497,497,497,软管总成,"2018-09-15 21:36:01","2018-09-15 21:36:01",软管总成,"2018-09-15 21:36:01",55.10751479106432,专用零件,自制,NULL,NULL
498,498,498,软管总成,"2018-09-15 21:36:01","2018-09-15 21:36:01",软管总成,"2018-09-15 21:36:01",35.39092618643529,专用零件,外协,NULL,NULL
499,499,499,撬杠,"2018-09-15 21:36:01","2018-09-15 21:36:01",撬杠,"2018-09-15 21:36:01",83.77517529092256,企标件,自制,NULL,NULL
500,500,500,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",70.7887460865582,企标件,外购,NULL,NULL
501,501,501,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",96.8186033440014,企标件,自制,NULL,NULL
502,502,502,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",53.705147742340166,专用零件,自制,NULL,NULL
503,503,503,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",21.029357496408107,产品配套,外购,NULL,NULL
504,504,504,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",0.3984325708493719,非标外购件,外协,NULL,NULL
505,505,505,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",4.947664751700609,专用零件,外协,NULL,NULL
506,506,506,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",8.259897135979754,专用部件,自制,NULL,NULL
507,507,507,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",56.56709457015325,非标外购件,外购,NULL,NULL
508,508,508,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",80.02254537162779,机加件,外协,NULL,NULL
509,509,509,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",44.17206853549944,非标外购件,外购,NULL,NULL
510,510,510,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",49.31031264136527,机加件,自制,NULL,NULL
511,511,511,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",63.53668474436256,非标外购件,外协,NULL,NULL
512,512,512,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",67.09466590997889,机加件,外协,NULL,NULL
513,513,513,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",34.02873774356886,机加件,外购,NULL,NULL
514,514,514,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",49.09965905052115,产品配套,外协,NULL,NULL
515,515,515,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",3.741019477217511,非标外购件,外购,NULL,NULL
516,516,516,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",65.91401834754495,机加件,自制,NULL,NULL
517,517,517,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",1.505705808584823,机加件,外协,NULL,NULL
518,518,518,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",86.23226867145542,国标件,自制,NULL,NULL
519,519,519,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",20.23115859651744,专用零件,自制,NULL,NULL
520,520,520,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",70.68091756012957,企标件,外协,NULL,NULL
521,521,521,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",10.217231883653055,产品配套,自制,NULL,NULL
522,522,522,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",55.149183558325085,企标件,外购,NULL,NULL
523,523,523,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",54.775416272675905,国标件,外协,NULL,NULL
524,524,524,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",24.347286880527385,国标件,自制,NULL,NULL
525,525,525,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",16.53669702070356,专用部件,外协,NULL,NULL
526,526,526,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",50.79270032144613,企标件,自制,NULL,NULL
527,527,527,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",4.694250040591841,产品配套,外协,NULL,NULL
528,528,528,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",64.28100891344867,专用部件,外协,NULL,NULL
529,529,529,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",80.1737451373077,国标件,外购,NULL,NULL
530,530,530,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",36.06137168691051,产品配套,外购,NULL,NULL
531,531,531,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",25.81740379142069,非标外购件,外协,NULL,NULL
532,532,532,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",83.7110879671296,专用部件,外购,NULL,NULL
533,533,533,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",76.32257114648566,非标外购件,外购,NULL,NULL
534,534,534,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",47.04790629698825,非标外购件,外协,NULL,NULL
535,535,535,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",21.59195558957624,国标件,自制,NULL,NULL
536,536,536,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",3.1240560411685325,企标件,外购,NULL,NULL
537,537,537,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",55.921404766303816,国标件,外协,NULL,NULL
538,538,538,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",82.95420248746424,非标外购件,自制,NULL,NULL
539,539,539,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",91.1705017449309,非标外购件,外协,NULL,NULL
540,540,540,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",77.9606208844155,国标件,自制,NULL,NULL
541,541,541,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",91.42683493581687,专用零件,自制,NULL,NULL
542,542,542,螺钉,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺钉,"2018-09-15 21:36:01",96.66590947413457,产品配套,外协,NULL,NULL
543,543,543,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",60.16969758027445,非标外购件,外协,NULL,NULL
544,544,544,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",73.99118246496617,非标外购件,自制,NULL,NULL
545,545,545,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",6.33228244792109,产品配套,外协,NULL,NULL
546,546,546,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",19.886476107555552,国标件,外购,NULL,NULL
547,547,547,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",68.8738358962058,专用零件,外协,NULL,NULL
548,548,548,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",4.476986832461027,机加件,外购,NULL,NULL
549,549,549,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",33.156574888845526,机加件,外购,NULL,NULL
550,550,550,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",63.08139380844445,专用零件,自制,NULL,NULL
551,551,551,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",29.023901861286706,专用零件,外协,NULL,NULL
552,552,552,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",29.108222538921957,产品配套,自制,NULL,NULL
553,553,553,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",78.35947903821534,机加件,外协,NULL,NULL
554,554,554,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",13.769791173853196,国标件,自制,NULL,NULL
555,555,555,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",22.823912515755175,专用零件,自制,NULL,NULL
556,556,556,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",70.0414904743091,产品配套,自制,NULL,NULL
557,557,557,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",73.14507371126128,专用部件,外协,NULL,NULL
558,558,558,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",48.61761038652045,专用零件,外协,NULL,NULL
559,559,559,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",58.85419776749591,产品配套,外购,NULL,NULL
560,560,560,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",11.957791411288177,专用部件,外购,NULL,NULL
561,561,561,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",2.419747397142946,企标件,外协,NULL,NULL
562,562,562,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",47.23967060901858,机加件,自制,NULL,NULL
563,563,563,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",99.55954440463944,专用部件,外协,NULL,NULL
564,564,564,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",60.29468751597087,机加件,自制,NULL,NULL
565,565,565,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",66.9742434229457,机加件,外购,NULL,NULL
566,566,566,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",44.89402449935025,国标件,外协,NULL,NULL
567,567,567,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",36.95512272737231,机加件,外购,NULL,NULL
568,568,568,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",45.06195883273081,产品配套,外购,NULL,NULL
569,569,569,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",41.756529517719144,非标外购件,外购,NULL,NULL
570,570,570,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",99.73052447382427,专用部件,外购,NULL,NULL
571,571,571,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",94.52720579547707,专用零件,外购,NULL,NULL
572,572,572,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",57.114813848470206,国标件,外协,NULL,NULL
573,573,573,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",45.82498058477492,专用部件,外购,NULL,NULL
574,574,574,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",97.03915782494067,产品配套,自制,NULL,NULL
575,575,575,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",75.90817173782092,国标件,自制,NULL,NULL
576,576,576,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",3.7683440516918076,产品配套,外协,NULL,NULL
577,577,577,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",93.9224024518008,非标外购件,自制,NULL,NULL
578,578,578,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",28.719480523743137,企标件,外协,NULL,NULL
579,579,579,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",11.874618101110645,企标件,自制,NULL,NULL
580,580,580,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",81.96970730550262,专用部件,外协,NULL,NULL
581,581,581,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",12.345914823175741,国标件,外购,NULL,NULL
582,582,582,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",68.82616183885764,产品配套,自制,NULL,NULL
583,583,583,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",12.316327937802162,产品配套,自制,NULL,NULL
584,584,584,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",73.8888030922882,专用部件,自制,NULL,NULL
585,585,585,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",97.83681485301818,专用部件,自制,NULL,NULL
586,586,586,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",20.232693595975448,企标件,外协,NULL,NULL
587,587,587,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",20.615581078273948,企标件,外购,NULL,NULL
588,588,588,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",50.94421434742594,专用零件,外购,NULL,NULL
589,589,589,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",86.64536469285396,专用部件,外协,NULL,NULL
590,590,590,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",4.651088749231535,产品配套,自制,NULL,NULL
591,591,591,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",56.470702889898696,专用零件,自制,NULL,NULL
592,592,592,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",77.54197186106346,企标件,外购,NULL,NULL
593,593,593,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",2.476038555297,非标外购件,自制,NULL,NULL
594,594,594,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",52.02780160871359,专用零件,自制,NULL,NULL
595,595,595,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",48.50006728237719,企标件,外购,NULL,NULL
596,596,596,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",75.02440822341245,非标外购件,外购,NULL,NULL
597,597,597,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",5.59845699578585,企标件,外购,NULL,NULL
598,598,598,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",68.82414274027106,专用部件,外购,NULL,NULL
599,599,599,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",72.6883116123236,专用零件,外协,NULL,NULL
600,600,600,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",12.098150171288891,国标件,外购,NULL,NULL
601,601,601,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",77.22082997255576,企标件,自制,NULL,NULL
602,602,602,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",98.42633718073837,企标件,自制,NULL,NULL
603,603,603,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",11.702852621379956,国标件,外购,NULL,NULL
604,604,604,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",84.60178088942443,非标外购件,外购,NULL,NULL
605,605,605,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",66.6466648135781,机加件,外购,NULL,NULL
606,606,606,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",26.97063689851339,企标件,外协,NULL,NULL
607,607,607,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",69.95965958203927,专用零件,外购,NULL,NULL
608,608,608,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",69.16440398965989,企标件,外协,NULL,NULL
609,609,609,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",67.7360492219134,机加件,自制,NULL,NULL
610,610,610,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",95.46362436221123,产品配套,外购,NULL,NULL
611,611,611,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",73.46616905876002,专用零件,自制,NULL,NULL
612,612,612,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",87.9915424260063,企标件,外购,NULL,NULL
613,613,613,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",11.785700066587113,产品配套,自制,NULL,NULL
614,614,614,螺栓,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺栓,"2018-09-15 21:36:01",7.453332669388802,国标件,外购,NULL,NULL
615,615,615,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",50.44781248428806,专用部件,自制,NULL,NULL
616,616,616,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",3.0145618308502597,国标件,外协,NULL,NULL
617,617,617,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",92.35819086226157,企标件,外购,NULL,NULL
618,618,618,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",31.892024280375352,机加件,外协,NULL,NULL
619,619,619,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",36.79271475837553,专用部件,外协,NULL,NULL
620,620,620,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",42.354073737681986,专用零件,自制,NULL,NULL
621,621,621,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",88.84600124445649,企标件,自制,NULL,NULL
622,622,622,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",41.2555269965296,专用部件,外购,NULL,NULL
623,623,623,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",99.95636845713585,专用零件,外协,NULL,NULL
624,624,624,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",49.135865745848804,专用零件,外协,NULL,NULL
625,625,625,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",68.07907702765824,专用零件,自制,NULL,NULL
626,626,626,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",60.065925152810394,国标件,外协,NULL,NULL
627,627,627,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",63.53690755254827,机加件,自制,NULL,NULL
628,628,628,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",33.38851461328329,专用零件,外协,NULL,NULL
629,629,629,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",26.324090619500307,机加件,自制,NULL,NULL
630,630,630,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",85.55337969227462,机加件,外购,NULL,NULL
631,631,631,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",75.17002519168912,专用部件,自制,NULL,NULL
632,632,632,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",78.42443254607419,专用部件,自制,NULL,NULL
633,633,633,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",50.45581491763039,非标外购件,外协,NULL,NULL
634,634,634,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",27.0479623785572,机加件,外购,NULL,NULL
635,635,635,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",21.8062102466977,专用零件,自制,NULL,NULL
636,636,636,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",11.73935966230747,企标件,外协,NULL,NULL
637,637,637,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",47.26187454182782,专用部件,外协,NULL,NULL
638,638,638,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",23.25513831214605,产品配套,外协,NULL,NULL
639,639,639,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",52.724337702474756,机加件,外协,NULL,NULL
640,640,640,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",67.54113672072268,非标外购件,外购,NULL,NULL
641,641,641,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",5.92888872592332,企标件,外协,NULL,NULL
642,642,642,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",71.11356009527199,专用部件,外协,NULL,NULL
643,643,643,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",33.44017535540278,专用部件,外购,NULL,NULL
644,644,644,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",56.04858008082893,企标件,外购,NULL,NULL
645,645,645,螺母,"2018-09-15 21:36:01","2018-09-15 21:36:01",螺母,"2018-09-15 21:36:01",81.84678404236082,国标件,外购,NULL,NULL
646,646,646,插座,"2018-09-15 21:36:01","2018-09-15 21:36:01",插座,"2018-09-15 21:36:01",92.85118345365021,企标件,自制,NULL,NULL
647,647,647,插座,"2018-09-15 21:36:01","2018-09-15 21:36:01",插座,"2018-09-15 21:36:01",4.594623829897881,专用部件,外协,NULL,NULL
648,648,648,挡圈,"2018-09-15 21:36:01","2018-09-15 21:36:01",挡圈,"2018-09-15 21:36:01",35.07553085003692,机加件,外购,NULL,NULL
649,649,649,挡圈,"2018-09-15 21:36:01","2018-09-15 21:36:01",挡圈,"2018-09-15 21:36:01",86.72281663204625,企标件,外协,NULL,NULL
650,650,650,挡圈,"2018-09-15 21:36:01","2018-09-15 21:36:01",挡圈,"2018-09-15 21:36:01",67.26184607502917,专用零件,外购,NULL,NULL
651,651,651,挡圈,"2018-09-15 21:36:01","2018-09-15 21:36:01",挡圈,"2018-09-15 21:36:01",98.93797524493391,产品配套,外协,NULL,NULL
652,652,652,挡圈,"2018-09-15 21:36:01","2018-09-15 21:36:01",挡圈,"2018-09-15 21:36:01",99.69721769337046,企标件,外协,NULL,NULL
653,653,653,挡圈,"2018-09-15 21:36:01","2018-09-15 21:36:01",挡圈,"2018-09-15 21:36:01",14.24142703083201,国标件,自制,NULL,NULL
654,654,654,挡圈,"2018-09-15 21:36:01","2018-09-15 21:36:01",挡圈,"2018-09-15 21:36:01",79.27557948950903,国标件,自制,NULL,NULL
655,655,655,挡圈,"2018-09-15 21:36:01","2018-09-15 21:36:01",挡圈,"2018-09-15 21:36:01",82.57259865313718,国标件,外购,NULL,NULL
656,656,656,挡圈,"2018-09-15 21:36:01","2018-09-15 21:36:01",挡圈,"2018-09-15 21:36:01",15.984770019444072,产品配套,外协,NULL,NULL
657,657,657,挡圈,"2018-09-15 21:36:01","2018-09-15 21:36:01",挡圈,"2018-09-15 21:36:01",0.9616374177080944,专用零件,自制,NULL,NULL
658,658,658,挡圈,"2018-09-15 21:36:01","2018-09-15 21:36:01",挡圈,"2018-09-15 21:36:01",28.62330996929856,产品配套,外协,NULL,NULL
659,659,659,挡圈,"2018-09-15 21:36:01","2018-09-15 21:36:01",挡圈,"2018-09-15 21:36:01",88.95643872209592,企标件,外购,NULL,NULL
660,660,660,挡圈,"2018-09-15 21:36:01","2018-09-15 21:36:01",挡圈,"2018-09-15 21:36:01",96.60884549659995,机加件,外购,NULL,NULL
661,661,661,管,"2018-09-15 21:36:01","2018-09-15 21:36:01",管,"2018-09-15 21:36:01",85.69782670499274,国标件,外购,NULL,NULL
