plm_m_oid,plm_oid,plm_m_id,plm_i_name,plm_i_createtime,plm_i_checkintime,plm_cailiao,plm_checkintime,plm_weight,plm_wllx,plm_wlly,plm_guige,plm_gylx
499,499,499,撬杠,"2018-09-15 21:21:09","2018-09-15 21:21:09",撬杠,"2018-09-15 21:21:09",92.97859827607654,非标外购件,自制,NULL,NULL
500,500,500,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",35.00012842791998,专用零件,自制,NULL,NULL
501,501,501,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",56.13273215307507,机加件,自制,NULL,NULL
502,502,502,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",16.444555927722526,企标件,自制,NULL,NULL
503,503,503,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",73.30052270340384,专用部件,外购,NULL,NULL
504,504,504,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",2.0748531782681323,国标件,自制,NULL,NULL
505,505,505,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",54.49719477503739,国标件,自制,NULL,NULL
506,506,506,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",6.87429138293012,国标件,外协,NULL,NULL
507,507,507,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",24.853829758184453,非标外购件,外协,NULL,NULL
508,508,508,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",82.803724152604,专用零件,自制,NULL,NULL
509,509,509,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",81.10542767219037,专用零件,外协,NULL,NULL
510,510,510,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",22.74129528438673,专用零件,自制,NULL,NULL
511,511,511,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",64.61679666476972,专用部件,外购,NULL,NULL
512,512,512,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",91.99123147865458,国标件,自制,NULL,NULL
513,513,513,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",35.003354532031835,专用零件,自制,NULL,NULL
514,514,514,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",0.09796247157937144,机加件,外协,NULL,NULL
515,515,515,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",12.084246367398011,产品配套,外购,NULL,NULL
516,516,516,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",52.49980942204445,专用零件,自制,NULL,NULL
517,517,517,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",38.3641746386731,企标件,外购,NULL,NULL
518,518,518,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",2.5538317605341754,国标件,自制,NULL,NULL
519,519,519,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",61.49618147350709,专用零件,外购,NULL,NULL
520,520,520,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",63.014190164992414,产品配套,自制,NULL,NULL
521,521,521,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",39.90078852471726,产品配套,外协,NULL,NULL
522,522,522,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",16.094401000809,非标外购件,自制,NULL,NULL
523,523,523,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",50.93787881939759,专用部件,自制,NULL,NULL
524,524,524,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",38.080794899463555,产品配套,外协,NULL,NULL
525,525,525,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",44.775005956276416,产品配套,外协,NULL,NULL
526,526,526,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",65.32376258840142,专用零件,自制,NULL,NULL
527,527,527,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",93.94642756282163,机加件,自制,NULL,NULL
528,528,528,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",92.99374459050001,专用部件,自制,NULL,NULL
529,529,529,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",73.52400486920372,专用零件,外协,NULL,NULL
530,530,530,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",0.40811744814602813,企标件,外购,NULL,NULL
531,531,531,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",88.49166661789619,机加件,外协,NULL,NULL
532,532,532,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",21.277102169033103,企标件,自制,NULL,NULL
533,533,533,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",55.716047434854445,机加件,自制,NULL,NULL
534,534,534,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",4.445799102422443,专用零件,外协,NULL,NULL
535,535,535,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",36.04285088946432,国标件,外协,NULL,NULL
536,536,536,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",88.54873073801453,产品配套,自制,NULL,NULL
537,537,537,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",48.44583190231846,企标件,自制,NULL,NULL
538,538,538,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",27.156658087476305,机加件,外购,NULL,NULL
539,539,539,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",52.166520530384496,产品配套,外协,NULL,NULL
540,540,540,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",96.90766167081965,非标外购件,外协,NULL,NULL
541,541,541,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",66.99792892240868,专用零件,自制,NULL,NULL
542,542,542,螺钉,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺钉,"2018-09-15 21:21:09",78.85447012278603,产品配套,外协,NULL,NULL
543,543,543,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",69.60923133819091,专用零件,外购,NULL,NULL
544,544,544,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",11.587934326783312,非标外购件,外协,NULL,NULL
545,545,545,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",23.237103465520835,企标件,外协,NULL,NULL
546,546,546,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",13.044846557927748,专用零件,外协,NULL,NULL
547,547,547,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",85.35568400876144,国标件,自制,NULL,NULL
548,548,548,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",1.4836316384996828,专用部件,外购,NULL,NULL
549,549,549,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",25.255352884024653,企标件,自制,NULL,NULL
550,550,550,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",41.810222414341325,企标件,自制,NULL,NULL
551,551,551,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",91.05960526589459,专用部件,外协,NULL,NULL
552,552,552,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",8.056278901116954,专用部件,外协,NULL,NULL
553,553,553,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",47.80553211185489,国标件,自制,NULL,NULL
554,554,554,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",69.61125848577962,非标外购件,自制,NULL,NULL
555,555,555,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",12.964619950342481,专用零件,自制,NULL,NULL
556,556,556,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",24.30235464918641,非标外购件,自制,NULL,NULL
557,557,557,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",95.80552308883922,国标件,外购,NULL,NULL
558,558,558,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",25.60460176290561,产品配套,外购,NULL,NULL
559,559,559,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",72.7854574159479,机加件,外购,NULL,NULL
560,560,560,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",83.45626149989357,产品配套,外协,NULL,NULL
561,561,561,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",95.13512861282396,非标外购件,外购,NULL,NULL
562,562,562,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",67.00266939094391,产品配套,外购,NULL,NULL
563,563,563,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",82.56392573630954,专用零件,自制,NULL,NULL
564,564,564,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",61.514766651297606,专用部件,外协,NULL,NULL
565,565,565,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",15.605127228972936,专用部件,自制,NULL,NULL
566,566,566,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",5.75642105973172,专用部件,外购,NULL,NULL
567,567,567,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",40.29983817732467,非标外购件,外协,NULL,NULL
568,568,568,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",27.8707212880794,产品配套,自制,NULL,NULL
569,569,569,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",41.12168991441396,机加件,外购,NULL,NULL
570,570,570,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",78.25715365461468,专用零件,外协,NULL,NULL
571,571,571,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",36.069222888096455,企标件,自制,NULL,NULL
572,572,572,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",95.07952249854407,非标外购件,自制,NULL,NULL
573,573,573,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",94.40810970587799,产品配套,外协,NULL,NULL
574,574,574,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",93.1890020773954,产品配套,外购,NULL,NULL
575,575,575,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",53.39269197600905,产品配套,外购,NULL,NULL
576,576,576,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",4.656735646211663,产品配套,外购,NULL,NULL
577,577,577,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",34.509699754044156,国标件,外购,NULL,NULL
578,578,578,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",83.9053182903122,专用零件,外协,NULL,NULL
579,579,579,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",28.712340106450995,国标件,自制,NULL,NULL
580,580,580,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",69.26072148349918,产品配套,自制,NULL,NULL
581,581,581,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",35.219044576405736,机加件,自制,NULL,NULL
582,582,582,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",85.75381394964464,专用部件,外协,NULL,NULL
583,583,583,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",41.516901092349286,产品配套,自制,NULL,NULL
584,584,584,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",45.6944347303439,专用部件,外协,NULL,NULL
585,585,585,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",38.45874836416946,企标件,自制,NULL,NULL
586,586,586,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",77.09635670714589,企标件,自制,NULL,NULL
587,587,587,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",99.67535622452942,非标外购件,自制,NULL,NULL
588,588,588,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",73.96517644569542,非标外购件,外协,NULL,NULL
589,589,589,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",27.10526993782998,企标件,外协,NULL,NULL
590,590,590,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",92.80944092249997,机加件,外协,NULL,NULL
591,591,591,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",53.78496536297226,产品配套,自制,NULL,NULL
592,592,592,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",67.17817125976704,专用零件,自制,NULL,NULL
593,593,593,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",52.13363998704265,产品配套,自制,NULL,NULL
594,594,594,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",91.55012008068951,专用零件,外协,NULL,NULL
595,595,595,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",81.07180826035264,专用部件,外购,NULL,NULL
596,596,596,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",54.703951515682405,专用部件,自制,NULL,NULL
597,597,597,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",53.992674679661256,国标件,外购,NULL,NULL
598,598,598,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",64.83729847276443,国标件,自制,NULL,NULL
599,599,599,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",78.19192611582054,专用部件,外协,NULL,NULL
600,600,600,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",52.531607837603566,企标件,外协,NULL,NULL
601,601,601,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",51.81623582258976,机加件,外购,NULL,NULL
602,602,602,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",67.69698139412705,专用部件,自制,NULL,NULL
603,603,603,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",24.167989835737814,专用部件,外协,NULL,NULL
604,604,604,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",16.474868232783646,非标外购件,外购,NULL,NULL
605,605,605,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",53.54944958725223,非标外购件,外协,NULL,NULL
606,606,606,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",13.816053002264873,机加件,外购,NULL,NULL
607,607,607,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",19.27596665319816,国标件,外购,NULL,NULL
608,608,608,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",20.48549484327348,机加件,外协,NULL,NULL
609,609,609,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",34.50059998199586,产品配套,外协,NULL,NULL
610,610,610,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",44.84023271187715,非标外购件,外协,NULL,NULL
611,611,611,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",22.90293723748387,产品配套,自制,NULL,NULL
612,612,612,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",52.48436557760634,产品配套,外购,NULL,NULL
613,613,613,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",33.310530200386914,非标外购件,自制,NULL,NULL
614,614,614,螺栓,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺栓,"2018-09-15 21:21:09",64.8904024116936,专用部件,外协,NULL,NULL
615,615,615,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",20.70456237730467,非标外购件,外协,NULL,NULL
616,616,616,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",10.23153002752375,专用零件,外协,NULL,NULL
617,617,617,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",29.910362281237802,专用部件,自制,NULL,NULL
618,618,618,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",81.82994475449878,机加件,自制,NULL,NULL
619,619,619,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",52.60033116707312,专用部件,外协,NULL,NULL
620,620,620,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",63.40041089686919,国标件,自制,NULL,NULL
621,621,621,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",0.5409068308737108,非标外购件,外购,NULL,NULL
622,622,622,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",18.441405709792434,国标件,外协,NULL,NULL
623,623,623,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",65.73275621413713,机加件,自制,NULL,NULL
624,624,624,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",20.523752503340532,产品配套,自制,NULL,NULL
625,625,625,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",89.0583303592474,国标件,外购,NULL,NULL
626,626,626,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",74.61718756268598,国标件,自制,NULL,NULL
627,627,627,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",73.75205317550248,专用部件,自制,NULL,NULL
628,628,628,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",53.35165768865359,机加件,自制,NULL,NULL
629,629,629,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",22.21767458397197,机加件,自制,NULL,NULL
630,630,630,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",89.3533480169093,专用部件,外协,NULL,NULL
631,631,631,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",39.10109925490427,企标件,外购,NULL,NULL
632,632,632,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",24.483518243329627,企标件,外协,NULL,NULL
633,633,633,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",41.437603001676216,专用零件,自制,NULL,NULL
634,634,634,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",51.92682100791718,产品配套,外协,NULL,NULL
635,635,635,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",43.65215919775913,专用零件,外协,NULL,NULL
636,636,636,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",90.12727268055399,国标件,自制,NULL,NULL
637,637,637,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",94.2766770698589,国标件,外购,NULL,NULL
638,638,638,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",76.59384014336207,国标件,外协,NULL,NULL
639,639,639,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",57.081464315825336,国标件,外购,NULL,NULL
640,640,640,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",96.00170614269668,企标件,外购,NULL,NULL
641,641,641,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",92.81079833454345,非标外购件,外购,NULL,NULL
642,642,642,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",58.15910853788993,产品配套,自制,NULL,NULL
643,643,643,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",76.68517159762504,专用零件,外协,NULL,NULL
644,644,644,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",96.4339523386868,机加件,自制,NULL,NULL
645,645,645,螺母,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺母,"2018-09-15 21:21:09",36.53700541802707,专用零件,自制,NULL,NULL
646,646,646,插座,"2018-09-15 21:21:09","2018-09-15 21:21:09",插座,"2018-09-15 21:21:09",48.190664463848066,专用零件,外协,NULL,NULL
647,647,647,插座,"2018-09-15 21:21:09","2018-09-15 21:21:09",插座,"2018-09-15 21:21:09",86.97430934607239,非标外购件,外购,NULL,NULL
648,648,648,挡圈,"2018-09-15 21:21:09","2018-09-15 21:21:09",挡圈,"2018-09-15 21:21:09",33.86444571055544,国标件,自制,NULL,NULL
649,649,649,挡圈,"2018-09-15 21:21:09","2018-09-15 21:21:09",挡圈,"2018-09-15 21:21:09",45.18390576427568,产品配套,外购,NULL,NULL
650,650,650,挡圈,"2018-09-15 21:21:09","2018-09-15 21:21:09",挡圈,"2018-09-15 21:21:09",0.9201370148374965,非标外购件,外协,NULL,NULL
651,651,651,挡圈,"2018-09-15 21:21:09","2018-09-15 21:21:09",挡圈,"2018-09-15 21:21:09",25.17699245576931,国标件,外购,NULL,NULL
652,652,652,挡圈,"2018-09-15 21:21:09","2018-09-15 21:21:09",挡圈,"2018-09-15 21:21:09",12.631049833011543,国标件,外购,NULL,NULL
653,653,653,挡圈,"2018-09-15 21:21:09","2018-09-15 21:21:09",挡圈,"2018-09-15 21:21:09",99.97290324904968,专用部件,外购,NULL,NULL
654,654,654,挡圈,"2018-09-15 21:21:09","2018-09-15 21:21:09",挡圈,"2018-09-15 21:21:09",35.6172296688712,专用部件,自制,NULL,NULL
655,655,655,挡圈,"2018-09-15 21:21:09","2018-09-15 21:21:09",挡圈,"2018-09-15 21:21:09",28.84699377942446,非标外购件,外协,NULL,NULL
656,656,656,挡圈,"2018-09-15 21:21:09","2018-09-15 21:21:09",挡圈,"2018-09-15 21:21:09",10.127384890859048,国标件,自制,NULL,NULL
657,657,657,挡圈,"2018-09-15 21:21:09","2018-09-15 21:21:09",挡圈,"2018-09-15 21:21:09",78.21414494667849,专用零件,外协,NULL,NULL
658,658,658,挡圈,"2018-09-15 21:21:09","2018-09-15 21:21:09",挡圈,"2018-09-15 21:21:09",38.43076308518495,企标件,外购,NULL,NULL
659,659,659,挡圈,"2018-09-15 21:21:09","2018-09-15 21:21:09",挡圈,"2018-09-15 21:21:09",28.90664212996844,非标外购件,外购,NULL,NULL
660,660,660,挡圈,"2018-09-15 21:21:09","2018-09-15 21:21:09",挡圈,"2018-09-15 21:21:09",74.46156452765496,国标件,外协,NULL,NULL
661,661,661,管,"2018-09-15 21:21:09","2018-09-15 21:21:09",管,"2018-09-15 21:21:09",62.688315745324985,专用部件,外协,NULL,NULL
662,662,662,管,"2018-09-15 21:21:09","2018-09-15 21:21:09",管,"2018-09-15 21:21:09",85.7101629573431,专用部件,自制,NULL,NULL
663,663,663,管,"2018-09-15 21:21:09","2018-09-15 21:21:09",管,"2018-09-15 21:21:09",87.98067725674252,专用零件,外购,NULL,NULL
664,664,664,管,"2018-09-15 21:21:09","2018-09-15 21:21:09",管,"2018-09-15 21:21:09",20.402326446477236,产品配套,外协,NULL,NULL
665,665,665,管,"2018-09-15 21:21:09","2018-09-15 21:21:09",管,"2018-09-15 21:21:09",27.758471926571048,企标件,外购,NULL,NULL
666,666,666,管,"2018-09-15 21:21:09","2018-09-15 21:21:09",管,"2018-09-15 21:21:09",44.23273591877006,国标件,外协,NULL,NULL
667,667,667,加强板,"2018-09-15 21:21:09","2018-09-15 21:21:09",加强板,"2018-09-15 21:21:09",40.68040569219762,专用部件,自制,NULL,NULL
668,668,668,加强板,"2018-09-15 21:21:09","2018-09-15 21:21:09",加强板,"2018-09-15 21:21:09",84.58750945669082,非标外购件,外购,NULL,NULL
669,669,669,加强板,"2018-09-15 21:21:09","2018-09-15 21:21:09",加强板,"2018-09-15 21:21:09",6.984349952033908,非标外购件,外购,NULL,NULL
670,670,670,加强板,"2018-09-15 21:21:09","2018-09-15 21:21:09",加强板,"2018-09-15 21:21:09",33.81817649861249,专用部件,外协,NULL,NULL
671,671,671,加强板,"2018-09-15 21:21:09","2018-09-15 21:21:09",加强板,"2018-09-15 21:21:09",41.08465721797514,企标件,自制,NULL,NULL
