plm_oid,plm_leftobj,plm_rightobj,plm_createtime,plm_order,plm_jianhao,plm_number
529,1806,449,"2018-09-15 21:21:09",50,22,48
530,1992,450,"2018-09-15 21:21:09",9,22,42
531,834,450,"2018-09-15 21:21:09",16,48,32
532,1942,451,"2018-09-15 21:21:09",3,25,21
533,1895,451,"2018-09-15 21:21:09",44,25,17
534,1992,452,"2018-09-15 21:21:09",7,37,12
535,834,452,"2018-09-15 21:21:09",18,32,47
536,1942,453,"2018-09-15 21:21:09",18,27,19
537,1895,453,"2018-09-15 21:21:09",23,16,19
538,1992,454,"2018-09-15 21:21:09",2,39,23
539,834,454,"2018-09-15 21:21:09",24,45,1
540,1942,455,"2018-09-15 21:21:09",22,18,8
541,1895,455,"2018-09-15 21:21:09",5,6,35
542,1992,456,"2018-09-15 21:21:09",16,38,23
543,834,456,"2018-09-15 21:21:09",20,31,32
544,1942,457,"2018-09-15 21:21:09",3,42,33
545,1895,457,"2018-09-15 21:21:09",27,49,10
546,1992,458,"2018-09-15 21:21:09",37,36,18
547,834,458,"2018-09-15 21:21:09",19,39,29
548,1942,459,"2018-09-15 21:21:09",45,13,27
549,1895,459,"2018-09-15 21:21:09",5,22,33
550,1992,460,"2018-09-15 21:21:09",0,0,3
551,834,460,"2018-09-15 21:21:09",49,27,43
552,1942,461,"2018-09-15 21:21:09",9,26,31
553,1895,461,"2018-09-15 21:21:09",28,19,46
554,1992,462,"2018-09-15 21:21:09",4,30,40
555,834,462,"2018-09-15 21:21:09",29,6,27
556,1942,463,"2018-09-15 21:21:09",50,41,5
557,1895,463,"2018-09-15 21:21:09",32,26,20
558,1992,464,"2018-09-15 21:21:09",11,4,0
559,834,464,"2018-09-15 21:21:09",11,0,22
560,1942,465,"2018-09-15 21:21:09",31,11,18
561,1895,465,"2018-09-15 21:21:09",49,17,13
562,1992,466,"2018-09-15 21:21:09",13,6,3
563,834,466,"2018-09-15 21:21:09",0,12,18
564,1942,467,"2018-09-15 21:21:09",23,48,27
565,1895,467,"2018-09-15 21:21:09",30,37,36
566,1992,468,"2018-09-15 21:21:09",19,48,12
567,834,468,"2018-09-15 21:21:09",26,36,16
568,1942,469,"2018-09-15 21:21:09",37,41,13
569,1895,469,"2018-09-15 21:21:09",18,15,7
570,1992,470,"2018-09-15 21:21:09",36,33,27
571,834,470,"2018-09-15 21:21:09",38,0,38
572,1942,471,"2018-09-15 21:21:09",13,19,17
573,1895,471,"2018-09-15 21:21:09",31,15,30
574,1992,472,"2018-09-15 21:21:09",2,42,48
575,834,472,"2018-09-15 21:21:09",45,1,26
576,1942,473,"2018-09-15 21:21:09",27,40,1
577,1895,473,"2018-09-15 21:21:09",2,4,19
578,1992,474,"2018-09-15 21:21:09",6,23,35
579,834,474,"2018-09-15 21:21:09",29,49,13
580,1942,475,"2018-09-15 21:21:09",26,14,35
581,1895,475,"2018-09-15 21:21:09",2,29,34
582,1992,476,"2018-09-15 21:21:09",13,33,10
583,834,476,"2018-09-15 21:21:09",35,31,31
584,1942,477,"2018-09-15 21:21:09",26,22,18
585,1895,477,"2018-09-15 21:21:09",49,16,18
586,1992,478,"2018-09-15 21:21:09",39,27,26
587,834,478,"2018-09-15 21:21:09",29,40,30
588,1942,479,"2018-09-15 21:21:09",38,18,17
589,1895,479,"2018-09-15 21:21:09",28,50,24
590,1992,480,"2018-09-15 21:21:09",17,40,35
591,834,480,"2018-09-15 21:21:09",40,2,0
592,1942,481,"2018-09-15 21:21:09",19,28,3
593,1895,481,"2018-09-15 21:21:09",44,34,0
594,1992,482,"2018-09-15 21:21:09",30,41,24
595,834,482,"2018-09-15 21:21:09",4,2,43
596,1942,483,"2018-09-15 21:21:09",12,9,49
597,1895,483,"2018-09-15 21:21:09",23,37,9
598,1992,484,"2018-09-15 21:21:09",49,26,13
599,834,484,"2018-09-15 21:21:09",24,11,1
600,1942,485,"2018-09-15 21:21:09",5,46,12
601,1895,485,"2018-09-15 21:21:09",42,45,25
602,1992,486,"2018-09-15 21:21:09",49,12,47
603,834,486,"2018-09-15 21:21:09",37,44,43
604,1942,487,"2018-09-15 21:21:09",10,9,29
605,1895,487,"2018-09-15 21:21:09",27,22,33
606,1992,488,"2018-09-15 21:21:09",28,34,10
607,834,488,"2018-09-15 21:21:09",36,43,44
608,1942,489,"2018-09-15 21:21:09",48,29,46
609,1895,489,"2018-09-15 21:21:09",5,16,28
610,1992,490,"2018-09-15 21:21:09",23,8,14
611,834,490,"2018-09-15 21:21:09",40,33,23
612,1942,491,"2018-09-15 21:21:09",43,35,43
613,1895,491,"2018-09-15 21:21:09",29,30,5
614,1992,492,"2018-09-15 21:21:09",28,37,18
615,834,492,"2018-09-15 21:21:09",8,23,2
616,1942,493,"2018-09-15 21:21:09",39,31,0
617,1895,493,"2018-09-15 21:21:09",28,43,20
618,1992,494,"2018-09-15 21:21:09",7,8,9
619,834,494,"2018-09-15 21:21:09",38,12,40
620,1942,495,"2018-09-15 21:21:09",33,43,43
621,1895,495,"2018-09-15 21:21:09",18,28,28
622,1992,496,"2018-09-15 21:21:09",22,27,6
623,834,496,"2018-09-15 21:21:09",17,16,2
624,1942,497,"2018-09-15 21:21:09",45,11,44
625,1895,497,"2018-09-15 21:21:09",31,46,15
626,1992,498,"2018-09-15 21:21:09",17,35,10
627,834,498,"2018-09-15 21:21:09",16,27,28
628,1812,499,"2018-09-15 21:21:09",26,14,46
629,1812,500,"2018-09-15 21:21:09",29,20,40
630,1812,501,"2018-09-15 21:21:09",17,33,36
631,1343,501,"2018-09-15 21:21:09",20,46,39
632,1812,502,"2018-09-15 21:21:09",8,35,30
633,1343,502,"2018-09-15 21:21:09",19,45,21
634,1812,503,"2018-09-15 21:21:09",18,37,9
635,1343,503,"2018-09-15 21:21:09",8,32,47
636,1812,504,"2018-09-15 21:21:09",33,46,13
637,1343,504,"2018-09-15 21:21:09",50,49,29
638,1812,505,"2018-09-15 21:21:09",8,26,14
639,1343,505,"2018-09-15 21:21:09",33,23,50
640,1812,506,"2018-09-15 21:21:09",7,24,42
641,1343,506,"2018-09-15 21:21:09",22,26,28
642,1343,507,"2018-09-15 21:21:09",43,33,35
643,1812,508,"2018-09-15 21:21:09",14,4,5
644,1343,508,"2018-09-15 21:21:09",40,17,39
645,1812,509,"2018-09-15 21:21:09",30,5,8
646,1343,509,"2018-09-15 21:21:09",7,37,49
647,1812,510,"2018-09-15 21:21:09",1,22,34
648,1343,510,"2018-09-15 21:21:09",6,23,44
649,1812,511,"2018-09-15 21:21:09",34,30,12
650,1343,511,"2018-09-15 21:21:09",8,14,8
651,1812,512,"2018-09-15 21:21:09",48,13,39
652,1343,512,"2018-09-15 21:21:09",30,45,40
653,1812,513,"2018-09-15 21:21:09",6,2,15
654,1343,513,"2018-09-15 21:21:09",40,21,43
655,1812,514,"2018-09-15 21:21:09",32,28,25
656,1343,514,"2018-09-15 21:21:09",31,11,19
657,1812,515,"2018-09-15 21:21:09",30,48,14
658,1343,515,"2018-09-15 21:21:09",44,24,39
659,1812,516,"2018-09-15 21:21:09",39,32,42
660,1343,516,"2018-09-15 21:21:09",6,2,8
661,1812,517,"2018-09-15 21:21:09",13,39,34
662,1343,517,"2018-09-15 21:21:09",45,20,36
663,1812,518,"2018-09-15 21:21:09",14,0,49
664,1812,519,"2018-09-15 21:21:09",23,47,28
665,1343,519,"2018-09-15 21:21:09",20,21,15
666,1812,520,"2018-09-15 21:21:09",12,1,4
667,1343,520,"2018-09-15 21:21:09",43,24,16
668,1812,521,"2018-09-15 21:21:09",35,1,42
669,1343,521,"2018-09-15 21:21:09",26,44,1
670,1812,522,"2018-09-15 21:21:09",35,40,49
671,1343,522,"2018-09-15 21:21:09",46,28,27
672,1938,523,"2018-09-15 21:21:09",1,42,31
673,1812,524,"2018-09-15 21:21:09",32,47,18
674,1343,524,"2018-09-15 21:21:09",14,48,19
675,1812,525,"2018-09-15 21:21:09",23,32,22
676,1343,525,"2018-09-15 21:21:09",34,7,1
677,1343,526,"2018-09-15 21:21:09",30,17,44
678,1812,527,"2018-09-15 21:21:09",27,2,44
679,1812,528,"2018-09-15 21:21:09",22,29,12
680,1343,528,"2018-09-15 21:21:09",42,23,2
681,1812,529,"2018-09-15 21:21:09",18,50,44
682,1343,529,"2018-09-15 21:21:09",28,41,8
683,1812,530,"2018-09-15 21:21:09",26,21,45
684,1343,530,"2018-09-15 21:21:09",17,50,49
685,1343,531,"2018-09-15 21:21:09",2,28,47
686,1812,532,"2018-09-15 21:21:09",31,13,47
687,1343,533,"2018-09-15 21:21:09",17,14,49
688,1812,534,"2018-09-15 21:21:09",12,9,41
689,1812,535,"2018-09-15 21:21:09",8,0,5
690,1343,535,"2018-09-15 21:21:09",26,10,8
691,1944,536,"2018-09-15 21:21:09",14,1,20
692,1953,536,"2018-09-15 21:21:09",35,14,28
693,1343,537,"2018-09-15 21:21:09",14,10,35
694,1812,538,"2018-09-15 21:21:09",22,0,21
695,1992,539,"2018-09-15 21:21:09",16,0,15
696,1994,539,"2018-09-15 21:21:09",16,13,28
697,1812,540,"2018-09-15 21:21:09",46,38,41
698,1343,540,"2018-09-15 21:21:09",41,4,4
699,1343,541,"2018-09-15 21:21:09",15,13,36
700,1812,542,"2018-09-15 21:21:09",4,31,23
701,1628,543,"2018-09-15 21:21:09",32,27,17
702,1615,543,"2018-09-15 21:21:09",16,33,19
703,1629,544,"2018-09-15 21:21:09",20,11,17
704,1630,545,"2018-09-15 21:21:09",18,28,9
705,1631,546,"2018-09-15 21:21:09",26,39,49
706,1632,547,"2018-09-15 21:21:09",37,33,48
707,1634,548,"2018-09-15 21:21:09",18,37,42
708,1635,549,"2018-09-15 21:21:09",1,4,42
709,1636,549,"2018-09-15 21:21:09",49,22,18
710,1678,550,"2018-09-15 21:21:09",13,17,33
711,1680,551,"2018-09-15 21:21:09",2,30,44
712,1684,551,"2018-09-15 21:21:09",16,13,14
713,1700,552,"2018-09-15 21:21:09",21,48,49
714,1713,553,"2018-09-15 21:21:09",23,27,40
715,1714,554,"2018-09-15 21:21:09",39,11,49
716,1740,555,"2018-09-15 21:21:09",46,8,18
717,1773,556,"2018-09-15 21:21:09",48,37,24
718,1782,557,"2018-09-15 21:21:09",11,19,35
719,1787,558,"2018-09-15 21:21:09",49,29,4
720,1788,559,"2018-09-15 21:21:09",0,42,38
721,1803,560,"2018-09-15 21:21:09",5,25,13
722,1804,561,"2018-09-15 21:21:09",44,21,0
723,1808,562,"2018-09-15 21:21:09",41,27,19
724,1836,562,"2018-09-15 21:21:09",19,46,48
725,1894,563,"2018-09-15 21:21:09",34,4,6
726,1895,564,"2018-09-15 21:21:09",8,14,1
727,1904,565,"2018-09-15 21:21:09",21,30,17
728,1913,566,"2018-09-15 21:21:09",7,0,12
729,1938,567,"2018-09-15 21:21:09",3,5,1
730,1943,567,"2018-09-15 21:21:09",12,48,14
731,1953,568,"2018-09-15 21:21:09",37,46,43
732,1973,569,"2018-09-15 21:21:09",23,11,28
733,1991,570,"2018-09-15 21:21:09",7,0,20
734,1992,571,"2018-09-15 21:21:09",45,15,14
735,1994,572,"2018-09-15 21:21:09",4,23,23
736,2008,573,"2018-09-15 21:21:09",22,35,17
737,2025,574,"2018-09-15 21:21:09",32,40,19
738,2041,575,"2018-09-15 21:21:09",45,41,16
739,2047,575,"2018-09-15 21:21:09",22,42,30
740,2048,576,"2018-09-15 21:21:09",24,16,31
741,2064,577,"2018-09-15 21:21:09",27,33,10
742,2081,578,"2018-09-15 21:21:09",25,45,36
743,417,579,"2018-09-15 21:21:09",22,50,19
744,418,580,"2018-09-15 21:21:09",27,42,28
745,834,581,"2018-09-15 21:21:09",45,14,47
746,982,582,"2018-09-15 21:21:09",28,32,11
747,1040,583,"2018-09-15 21:21:09",44,27,22
748,1232,584,"2018-09-15 21:21:09",2,15,37
749,1239,585,"2018-09-15 21:21:09",46,40,21
750,1276,586,"2018-09-15 21:21:09",0,7,28
751,1279,587,"2018-09-15 21:21:09",30,47,28
752,1290,588,"2018-09-15 21:21:09",10,45,3
753,1538,589,"2018-09-15 21:21:09",20,31,13
754,1545,590,"2018-09-15 21:21:09",6,4,17
755,1568,591,"2018-09-15 21:21:09",23,27,13
756,1600,592,"2018-09-15 21:21:09",37,48,1
757,1628,593,"2018-09-15 21:21:09",34,3,34
758,1615,593,"2018-09-15 21:21:09",40,24,18
759,1629,594,"2018-09-15 21:21:09",39,34,25
760,1630,595,"2018-09-15 21:21:09",32,9,4
761,1632,596,"2018-09-15 21:21:09",21,27,38
762,1631,596,"2018-09-15 21:21:09",19,7,50
763,1634,597,"2018-09-15 21:21:09",45,22,16
764,1635,598,"2018-09-15 21:21:09",9,30,47
765,1636,599,"2018-09-15 21:21:09",1,22,2
766,1680,600,"2018-09-15 21:21:09",39,1,7
767,1678,600,"2018-09-15 21:21:09",5,16,1
768,1684,601,"2018-09-15 21:21:09",49,7,18
769,1700,602,"2018-09-15 21:21:09",35,23,46
770,1713,603,"2018-09-15 21:21:09",26,29,29
771,1714,604,"2018-09-15 21:21:09",46,43,11
772,1740,604,"2018-09-15 21:21:09",7,1,10
773,1773,605,"2018-09-15 21:21:09",6,38,46
774,1782,606,"2018-09-15 21:21:09",12,34,26
775,1787,607,"2018-09-15 21:21:09",21,43,22
776,1788,608,"2018-09-15 21:21:09",9,28,37
777,1803,609,"2018-09-15 21:21:09",48,39,46
778,1804,610,"2018-09-15 21:21:09",44,34,46
779,1808,611,"2018-09-15 21:21:09",37,45,47
780,1836,612,"2018-09-15 21:21:09",27,19,47
781,1894,613,"2018-09-15 21:21:09",19,27,45
782,1895,614,"2018-09-15 21:21:09",6,32,31
783,1634,615,"2018-09-15 21:21:09",35,4,45
784,1635,616,"2018-09-15 21:21:09",18,17,49
785,1636,617,"2018-09-15 21:21:09",39,23,28
786,1676,618,"2018-09-15 21:21:09",19,16,14
787,1680,619,"2018-09-15 21:21:09",48,3,28
788,1713,620,"2018-09-15 21:21:09",22,3,30
789,1714,621,"2018-09-15 21:21:09",39,41,14
790,1740,622,"2018-09-15 21:21:09",25,45,32
791,1773,623,"2018-09-15 21:21:09",36,18,25
792,1782,624,"2018-09-15 21:21:09",39,5,47
793,1787,625,"2018-09-15 21:21:09",32,6,23
794,1788,626,"2018-09-15 21:21:09",21,32,23
795,1803,627,"2018-09-15 21:21:09",29,24,2
796,1804,628,"2018-09-15 21:21:09",44,37,46
797,1836,629,"2018-09-15 21:21:09",21,50,19
798,1862,630,"2018-09-15 21:21:09",38,14,5
799,1894,631,"2018-09-15 21:21:09",13,5,2
800,1895,632,"2018-09-15 21:21:09",49,4,43
801,1904,633,"2018-09-15 21:21:09",20,36,22
802,1913,634,"2018-09-15 21:21:09",2,33,42
803,1943,635,"2018-09-15 21:21:09",18,45,37
804,1973,636,"2018-09-15 21:21:09",39,6,31
805,1991,637,"2018-09-15 21:21:09",10,45,11
806,1994,638,"2018-09-15 21:21:09",43,5,20
807,1996,639,"2018-09-15 21:21:09",29,50,9
808,2025,640,"2018-09-15 21:21:09",13,15,28
809,2047,641,"2018-09-15 21:21:09",3,43,41
810,2048,642,"2018-09-15 21:21:09",40,20,47
811,2081,643,"2018-09-15 21:21:09",11,46,9
812,417,644,"2018-09-15 21:21:09",35,44,34
813,418,645,"2018-09-15 21:21:09",42,24,4
814,1137,646,"2018-09-15 21:21:09",41,30,45
815,1137,647,"2018-09-15 21:21:09",35,21,38
816,1996,648,"2018-09-15 21:21:09",3,13,21
817,982,649,"2018-09-15 21:21:09",33,17,17
818,1230,650,"2018-09-15 21:21:09",12,10,28
819,1808,651,"2018-09-15 21:21:09",38,37,39
820,1996,652,"2018-09-15 21:21:09",23,36,0
821,982,653,"2018-09-15 21:21:09",26,40,21
822,1230,654,"2018-09-15 21:21:09",34,50,42
823,1808,655,"2018-09-15 21:21:09",16,40,26
824,1996,656,"2018-09-15 21:21:09",10,37,48
825,982,657,"2018-09-15 21:21:09",39,42,44
826,1230,658,"2018-09-15 21:21:09",13,22,28
827,1808,659,"2018-09-15 21:21:09",22,47,16
828,1996,660,"2018-09-15 21:21:09",29,35,22
829,1788,661,"2018-09-15 21:21:09",26,44,13
830,1973,662,"2018-09-15 21:21:09",7,35,43
831,871,663,"2018-09-15 21:21:09",37,12,33
832,1732,664,"2018-09-15 21:21:09",30,21,10
833,1788,665,"2018-09-15 21:21:09",32,43,24
834,1973,666,"2018-09-15 21:21:09",7,40,13
835,1331,667,"2018-09-15 21:21:09",22,20,5
836,1332,668,"2018-09-15 21:21:09",20,8,45
837,1333,669,"2018-09-15 21:21:09",8,12,12
838,1334,670,"2018-09-15 21:21:09",15,28,0
839,1331,671,"2018-09-15 21:21:09",28,44,35
840,1332,672,"2018-09-15 21:21:09",10,6,40
841,1333,673,"2018-09-15 21:21:09",46,22,35
842,1334,674,"2018-09-15 21:21:09",21,45,16
843,1331,675,"2018-09-15 21:21:09",15,4,25
844,1332,676,"2018-09-15 21:21:09",17,44,39
845,1333,677,"2018-09-15 21:21:09",14,48,47
846,1334,678,"2018-09-15 21:21:09",11,22,29
847,1331,679,"2018-09-15 21:21:09",3,14,44
848,1332,680,"2018-09-15 21:21:09",3,50,3
849,1333,681,"2018-09-15 21:21:09",4,2,9
850,1987,682,"2018-09-15 21:21:09",33,25,31
851,834,683,"2018-09-15 21:21:09",28,45,2
852,1895,684,"2018-09-15 21:21:09",16,37,31
853,2081,685,"2018-09-15 21:21:09",0,45,41
854,834,685,"2018-09-15 21:21:09",13,30,32
855,1782,686,"2018-09-15 21:21:09",2,18,50
856,1239,686,"2018-09-15 21:21:09",32,20,42
857,1787,687,"2018-09-15 21:21:09",33,3,6
858,1992,688,"2018-09-15 21:21:09",34,32,14
859,1895,688,"2018-09-15 21:21:09",48,8,45
860,2081,689,"2018-09-15 21:21:09",39,18,32
861,834,690,"2018-09-15 21:21:09",40,30,1
862,1239,691,"2018-09-15 21:21:09",21,42,17
863,1782,692,"2018-09-15 21:21:09",50,24,31
864,1787,693,"2018-09-15 21:21:09",9,48,34
865,1895,694,"2018-09-15 21:21:09",48,47,44
866,1992,695,"2018-09-15 21:21:09",5,37,28
867,2081,696,"2018-09-15 21:21:09",16,29,37
868,834,697,"2018-09-15 21:21:09",50,21,38
869,1239,697,"2018-09-15 21:21:09",32,28,18
870,1787,698,"2018-09-15 21:21:09",4,47,32
871,1782,698,"2018-09-15 21:21:09",12,10,11
872,1895,699,"2018-09-15 21:21:09",44,13,30
873,1992,700,"2018-09-15 21:21:09",13,45,6
874,2081,701,"2018-09-15 21:21:09",6,33,22
875,834,702,"2018-09-15 21:21:09",29,48,46
876,1782,703,"2018-09-15 21:21:09",21,36,39
877,1239,703,"2018-09-15 21:21:09",18,43,18
878,1787,704,"2018-09-15 21:21:09",7,21,25
879,1992,705,"2018-09-15 21:21:09",34,19,42
880,1895,705,"2018-09-15 21:21:09",3,16,41
881,2081,706,"2018-09-15 21:21:09",2,46,3
882,834,707,"2018-09-15 21:21:09",9,43,4
883,1782,708,"2018-09-15 21:21:09",39,10,24
884,1239,708,"2018-09-15 21:21:09",1,25,23
885,1787,709,"2018-09-15 21:21:09",49,30,35
886,1895,710,"2018-09-15 21:21:09",32,44,9
887,1992,711,"2018-09-15 21:21:09",26,31,38
888,2081,711,"2018-09-15 21:21:09",40,41,8
889,834,712,"2018-09-15 21:21:09",39,41,47
890,1239,712,"2018-09-15 21:21:09",16,31,10
891,1787,713,"2018-09-15 21:21:09",23,26,17
892,1782,713,"2018-09-15 21:21:09",9,12,0
893,1895,714,"2018-09-15 21:21:09",38,12,47
894,1992,715,"2018-09-15 21:21:09",1,38,32
895,2081,716,"2018-09-15 21:21:09",21,21,38
896,834,717,"2018-09-15 21:21:09",18,33,9
897,1239,718,"2018-09-15 21:21:09",26,25,20
898,1782,719,"2018-09-15 21:21:09",12,22,8
899,1787,720,"2018-09-15 21:21:09",23,26,18
900,1895,721,"2018-09-15 21:21:09",20,18,8
901,1992,722,"2018-09-15 21:21:09",34,17,5
902,2081,723,"2018-09-15 21:21:09",26,14,34
903,834,723,"2018-09-15 21:21:09",42,18,29
904,1239,724,"2018-09-15 21:21:09",2,18,27
905,1782,725,"2018-09-15 21:21:09",14,6,8
906,1787,726,"2018-09-15 21:21:09",38,5,6
907,1895,727,"2018-09-15 21:21:09",29,46,2
908,1992,728,"2018-09-15 21:21:09",30,16,34
909,2081,729,"2018-09-15 21:21:09",29,38,2
910,834,729,"2018-09-15 21:21:09",35,39,38
911,1239,730,"2018-09-15 21:21:09",45,28,46
912,1782,731,"2018-09-15 21:21:09",22,9,19
913,1787,732,"2018-09-15 21:21:09",19,14,13
914,1992,733,"2018-09-15 21:21:09",7,39,19
915,1895,733,"2018-09-15 21:21:09",24,46,26
916,2081,734,"2018-09-15 21:21:09",19,23,46
917,834,734,"2018-09-15 21:21:09",20,33,2
918,1239,735,"2018-09-15 21:21:09",46,22,18
919,1782,736,"2018-09-15 21:21:09",50,10,12
920,1787,737,"2018-09-15 21:21:09",20,48,25
921,1895,737,"2018-09-15 21:21:09",22,30,13
922,1992,738,"2018-09-15 21:21:09",10,45,41
923,2081,739,"2018-09-15 21:21:09",20,39,34
924,834,740,"2018-09-15 21:21:09",41,16,12
925,1782,741,"2018-09-15 21:21:09",17,4,49
926,1239,741,"2018-09-15 21:21:09",46,20,0
927,1787,742,"2018-09-15 21:21:09",21,49,47
928,1992,743,"2018-09-15 21:21:09",45,32,7
929,1895,743,"2018-09-15 21:21:09",11,4,26
930,2081,744,"2018-09-15 21:21:09",27,46,29
931,834,744,"2018-09-15 21:21:09",30,13,23
932,1239,745,"2018-09-15 21:21:09",50,33,6
933,1782,746,"2018-09-15 21:21:09",30,9,17
934,1787,747,"2018-09-15 21:21:09",22,25,50
935,1895,747,"2018-09-15 21:21:09",0,44,49
936,1992,748,"2018-09-15 21:21:09",35,5,1
937,2081,748,"2018-09-15 21:21:09",31,5,38
938,834,749,"2018-09-15 21:21:09",28,18,7
939,1239,750,"2018-09-15 21:21:09",29,17,48
940,1782,751,"2018-09-15 21:21:09",50,27,29
941,1787,752,"2018-09-15 21:21:09",8,31,45
942,1895,752,"2018-09-15 21:21:09",1,38,48
943,1992,753,"2018-09-15 21:21:09",22,5,43
944,2081,753,"2018-09-15 21:21:09",49,46,3
945,834,754,"2018-09-15 21:21:09",11,48,9
946,1782,755,"2018-09-15 21:21:09",44,16,0
947,1239,755,"2018-09-15 21:21:09",45,36,38
948,1787,756,"2018-09-15 21:21:09",12,27,19
949,1895,756,"2018-09-15 21:21:09",15,34,25
950,1787,757,"2018-09-15 21:21:09",10,17,46
951,1969,758,"2018-09-15 21:21:09",17,25,38
952,284,759,"2018-09-15 21:21:09",7,24,44
953,1953,760,"2018-09-15 21:21:09",39,29,4
954,1953,761,"2018-09-15 21:21:09",22,47,6
955,1763,762,"2018-09-15 21:21:09",43,1,33
956,1953,763,"2018-09-15 21:21:09",48,24,36
957,1953,764,"2018-09-15 21:21:09",39,29,5
958,1953,765,"2018-09-15 21:21:09",10,0,46
959,1953,766,"2018-09-15 21:21:09",45,3,48
960,1953,767,"2018-09-15 21:21:09",2,11,4
961,1953,768,"2018-09-15 21:21:09",0,24,26
962,1953,769,"2018-09-15 21:21:09",32,42,12
963,1953,770,"2018-09-15 21:21:09",18,49,32
964,1953,771,"2018-09-15 21:21:09",9,6,38
965,1953,772,"2018-09-15 21:21:09",41,13,32
966,1953,773,"2018-09-15 21:21:09",23,29,8
967,1953,774,"2018-09-15 21:21:09",33,49,3
968,1953,775,"2018-09-15 21:21:09",30,36,15
969,1953,776,"2018-09-15 21:21:09",2,24,29
970,1953,777,"2018-09-15 21:21:09",6,46,12
971,1953,778,"2018-09-15 21:21:09",8,6,0
972,1953,779,"2018-09-15 21:21:09",48,27,25
973,1953,780,"2018-09-15 21:21:09",3,21,34
974,1953,781,"2018-09-15 21:21:09",16,2,3
975,1279,782,"2018-09-15 21:21:09",22,49,35
976,1994,783,"2018-09-15 21:21:09",44,2,48
977,1290,784,"2018-09-15 21:21:09",44,15,17
978,1597,785,"2018-09-15 21:21:09",16,43,31
979,1045,786,"2018-09-15 21:21:09",1,11,12
980,1343,787,"2018-09-15 21:21:09",50,5,44
981,1812,788,"2018-09-15 21:21:09",35,48,18
982,1343,789,"2018-09-15 21:21:09",30,41,17
983,1812,790,"2018-09-15 21:21:09",7,29,11
984,1343,791,"2018-09-15 21:21:09",0,1,5
985,1812,792,"2018-09-15 21:21:09",30,22,21
986,1044,793,"2018-09-15 21:21:09",22,23,12
987,1343,794,"2018-09-15 21:21:09",24,48,37
988,1812,795,"2018-09-15 21:21:09",32,37,43
989,799,796,"2018-09-15 21:21:09",37,14,18
990,1343,797,"2018-09-15 21:21:09",6,17,20
991,1812,798,"2018-09-15 21:21:09",35,40,28
992,1343,799,"2018-09-15 21:21:09",30,49,35
993,1045,800,"2018-09-15 21:21:09",33,24,1
994,1812,801,"2018-09-15 21:21:09",5,35,49
995,1343,802,"2018-09-15 21:21:09",4,38,7
996,1044,803,"2018-09-15 21:21:09",33,8,15
997,1812,804,"2018-09-15 21:21:09",12,9,14
998,1343,805,"2018-09-15 21:21:09",0,14,18
999,801,806,"2018-09-15 21:21:09",13,48,48
1000,1045,807,"2018-09-15 21:21:09",26,7,39
1001,1812,808,"2018-09-15 21:21:09",40,27,24
1002,802,809,"2018-09-15 21:21:09",10,8,4
1003,1343,810,"2018-09-15 21:21:09",32,0,46
1004,1812,811,"2018-09-15 21:21:09",37,31,23
1005,1343,812,"2018-09-15 21:21:09",48,10,16
1006,1812,813,"2018-09-15 21:21:09",46,49,44
1007,1343,814,"2018-09-15 21:21:09",28,39,4
1008,1812,815,"2018-09-15 21:21:09",45,6,26
1009,804,816,"2018-09-15 21:21:09",10,5,42
1010,1044,817,"2018-09-15 21:21:09",44,15,39
1011,805,818,"2018-09-15 21:21:09",14,34,25
1012,808,819,"2018-09-15 21:21:09",6,21,27
1013,1343,820,"2018-09-15 21:21:09",27,24,13
1014,1812,821,"2018-09-15 21:21:09",30,49,16
1015,1343,822,"2018-09-15 21:21:09",25,29,42
1016,1812,823,"2018-09-15 21:21:09",47,40,8
1017,1045,824,"2018-09-15 21:21:09",17,27,24
1018,1343,825,"2018-09-15 21:21:09",5,39,38
1019,1812,826,"2018-09-15 21:21:09",14,19,20
1020,1343,827,"2018-09-15 21:21:09",20,8,28
1021,1812,828,"2018-09-15 21:21:09",23,13,18
1022,1343,829,"2018-09-15 21:21:09",26,41,22
1023,1812,830,"2018-09-15 21:21:09",27,44,43
1024,1992,831,"2018-09-15 21:21:09",3,21,36
1025,1186,832,"2018-09-15 21:21:09",26,50,41
1026,1187,833,"2018-09-15 21:21:09",3,25,21
1027,1343,834,"2018-09-15 21:21:09",7,10,30
1028,1720,835,"2018-09-15 21:21:09",11,50,10
1029,815,836,"2018-09-15 21:21:09",24,50,43
1030,820,837,"2018-09-15 21:21:09",19,12,20
1031,821,838,"2018-09-15 21:21:09",8,45,6
1032,822,838,"2018-09-15 21:21:09",18,4,31
1033,823,839,"2018-09-15 21:21:09",26,47,40
1034,825,840,"2018-09-15 21:21:09",23,5,34
1035,826,841,"2018-09-15 21:21:09",13,8,50
1036,827,842,"2018-09-15 21:21:09",5,0,48
1037,818,843,"2018-09-15 21:21:09",1,6,40
1038,819,844,"2018-09-15 21:21:09",46,19,34
1039,828,845,"2018-09-15 21:21:09",33,48,0
1040,796,846,"2018-09-15 21:21:09",29,48,20
1041,829,847,"2018-09-15 21:21:09",18,18,13
1042,806,848,"2018-09-15 21:21:09",2,41,11
1043,830,849,"2018-09-15 21:21:09",21,5,12
1044,787,850,"2018-09-15 21:21:09",35,2,42
1045,788,850,"2018-09-15 21:21:09",41,43,15
